<<<<<<< HEAD
ID товара,Название препарата,Рецептурность препарата,Производитель,Активное вещество,Текущая цена,Старая цена,Ссылка на картинку,Ссылка на товар,Название региона
651459,Метформин-Реневал Таблетки 1000 мг 60 шт,По рецепту,Обновление,Метформин,220,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/vYgmu5UBJVujGJtQ5urx-300x200,https://gorzdrav.org/kaliningrad/p/metformin-reneval-tabl-p-pl-ob-1000mg-n60-651459/,Калининград
60978,Джардинс Таблетки покрытые пленочной оболочкой 25 мг 30 шт,По рецепту,Берингер,Эмпаглифлозин,2913,3237,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/hWxCtpUBybk0vr4zyAwc-192x300,https://gorzdrav.org/kaliningrad/p/dzhardins-tabl-p-pl-ob-25mg-n30-60978/,Калининград
666576,"Седжаро Раствор для подкожного введения 2,5 мг/доза шприц-ручка 2,4 мл 1 шт + игла 4 шт",По рецепту,Герофарм,Тирзепатид,5752,7002,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Nq4GYZgBJwpR6z9ZlqrG-300x300,https://gorzdrav.org/kaliningrad/p/sedzharo-rr-dlja-p-k-vved-2-5-mg-doza-shpricruchka-2-4-ml-1-igla-4-666576/,Калининград
666603,Глюкофаж Лонг Таблетки с пролонгированным высвобождением 1000 мг 120 шт,По рецепту,МЕРК,Метформин,1505,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/PMYe-pcBH0J-GJRP8nwc-300x300,https://gorzdrav.org/kaliningrad/p/gljukofazh-long-tabl-p-o-1000mg-n120-666603/,Калининград
643681,Вилдаглиптин-Озон Таблетки 50 мг 28 шт,По рецепту,Озон,Вилдаглиптин,711,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/acCRupUBu1bHOSl1U1ab-300x300,https://gorzdrav.org/kaliningrad/p/vildagliptin-tabl-50mg-n28-643681/,Калининград
43832,Метформин-Озон Таблетки 850 мг 60 шт,По рецепту,Озон,Метформин,169,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5BMHuZUB4hniyrJCX99w-300x300,https://gorzdrav.org/kaliningrad/p/metforminozon-tab-850mg-60-43832/,Калининград
331808,Метформин-Озон Таблетки 1000 мг 60 шт,По рецепту,Озон,Метформин,183,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/HcSsuZUB7vQMbYfxRKxi-300x214,https://gorzdrav.org/kaliningrad/p/metforminozon-tabl-1000mg-n60-331808/,Калининград
667590,"Семавик Некст Раствор для подкожного введения 0,25 мг/доза шприц-ручка 3 мл 1 шт + иглы 4 шт",По рецепту,Герофарм,Семаглутид,3451,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/gDPwCZgBH0J-GJRPwl2e-300x300,https://gorzdrav.org/kaliningrad/p/semavik-nekst-0-00025-doza-3ml-n1-shpricruchka-rr-p-k-igla-odnoraz-n4-667590/,Калининград
664659,"Тирзетта Раствор для подкожного введения 10 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,13699,15222,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/-o9ru5UBRnED4k9i-lQ7-300x300,https://gorzdrav.org/kaliningrad/p/tirzetta-rr-p-k-vved-10-mg-0-5-ml-4-664659/,Калининград
22818,"Глибомет Таблетки покрытые пленочной оболочкой 2,5 мг + 400 мг 40 шт",По рецепту,Berlin-Chemie,Глибенкламид+Метформин,842,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/LSFdtZUBrbRC1cy5Np_J-300x300,https://gorzdrav.org/kaliningrad/p/glibomet-tabl-p-o-n40-22818/,Калининград
626012,Асиглия Таблетки 100 мг 28 шт,По рецепту,КРКА,Ситаглиптин,606,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/T6QmupUBRjkwyzW3Azf6-300x300,https://gorzdrav.org/kaliningrad/p/asiglija-0-1-n28-tabl-p-plen-oboloch-626012/,Калининград
604034,Глюкоза Порошок для приготовления раствора для приема внутрь,По рецепту,,Декстроза,338,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Y-5dupUBu1bHOSl1pwkS-197x300,https://gorzdrav.org/kaliningrad/p/gljukoza-dlja-gljukozotolerantnogo-testa-75-0-604034/,Калининград
51605,Дибикор Таблетки 500 мг 60 шт,,ПИК-Фарма,Таурин,651,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/jCtJfZgBHhsKBsZej5On-300x300,https://gorzdrav.org/kaliningrad/p/dibikor-tabl-500mg-n60-51605/,Калининград
9385,Сиофор таблетки 500 мг 60 шт,По рецепту,Berlin-Chemie,Метформин,120,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/qJU-uJUBybk0vr4zH8xv-300x260,https://gorzdrav.org/kaliningrad/p/siofor-tab-p-o-500mg-60-9385/,Калининград
12800,Актрапид HM Раствор для инъекций 100 ме/мл 10 мл,По рецепту,Ново Нордиск,Инсулин растворимый [человеческий генно-инженерный],462,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8mM8tZUB4hniyrJCJRfU-300x300,https://gorzdrav.org/kaliningrad/p/aktrapid-nm-rr-d-in-100me-ml-flak-10ml-12800/,Калининград
205762,Сатерекс Таблетки 30 мг 28 шт,По рецепту,Фармасинтез,Гозоглиптин,1121,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/4q-buJUB4hniyrJCpFv0-179x300,https://gorzdrav.org/kaliningrad/p/satereks-tabl-p-o-30mg-28-205762/,Калининград
49574,Форсига Таблетки покрытые пленочной оболочкой 10 мг 30 шт,По рецепту,AstraZeneca,Дапаглифлозин,2550,2834,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Sa8PoZcB2BGN4fsdPB4e-300x300,https://gorzdrav.org/kaliningrad/p/forsiga-tabl-10mg-n30-49574/,Калининград
29296,Левемир Флекспен Раствор для подкожного введения 100 ед/мл 3 мл 5 шт,По рецепту,Ново Нордиск,Инсулин детемир,3045,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/yEh5tZUB4hniyrJCeEUW-300x300,https://gorzdrav.org/kaliningrad/p/levemir-flekspen-rr-d-podk-vvedenija-100ed-ml-3ml-n5-29296/,Калининград
667071,Седжаро Раствор для подкожного введения 10 мг/доза + игла 4 шт,По рецепту,Герофарм,Тирзепатид,12638,14043,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/ktIEYZgBJwpR6z9Z7YRR-300x210,https://gorzdrav.org/kaliningrad/p/sedzharo-0-01-doza-shpricruchka-rr-p-k-igla-n4-667071/,Калининград
41471,Галвус Мет Таблетки покрытые пленочной оболочкой 50 мг + 1000 мг 30 шт,По рецепту,Новартис Фарма,Вилдаглиптин+Метформин,1760,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/FJzktZUBybk0vr4zJdN4-300x300,https://gorzdrav.org/kaliningrad/p/galvus-met-tabl-p-o-50mg-1000mg-n30-41471/,Калининград
663840,Сиофор Лонг Таблетки с пролонгированным высвобождением 500 мг 60 шт,По рецепту,Berlin-Chemie,,315,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/DmRfu5UB5yfJBvc3NmHC-300x208,https://gorzdrav.org/kaliningrad/p/siofor-long-tab-prolong-500mg-n60-663840/,Калининград
664657,"Тирзетта Раствор для подкожного введения 5 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,9189,10210,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/4AFsu5UBAi6hE-ZkjTej-300x300,https://gorzdrav.org/kaliningrad/p/tirzetta-rr-p-k-vved-5-mg-0-5-ml-4-664657/,Калининград
588677,"Глибенкламид Таблетки 3,5 мг 120 шт",По рецепту,Озон,Глибенкламид,160,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/XlmHyJkBu6LHc-yH3otH-300x252,https://gorzdrav.org/kaliningrad/p/glibenklamid-tab-3-5mg-120-588677/,Калининград
12676,Протафан НМ Суспензия для подкожного введения 100 МЕ/мл 10 мл,По рецепту,Ново Нордиск,Инсулин-изофан [человеческий генно-инженерный],470,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/pq08tZUB4hniyrJCTwiX-300x272,https://gorzdrav.org/kaliningrad/p/protafan-nm-susp-d-p-k-vv-100me-ml-10ml-12676/,Калининград
3,"Набор из трех упаковок Семавик Раствор для подкожного введения 1,34 мг/мл шприц-ручка 3 мл 1 шт + иглы 9 шт",По рецепту,,,16207,18207,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lC4uLpwBO1hvZDjOuCH5-300x300,https://gorzdrav.org/kaliningrad/p/bundle_semavik-rr-p-k-vved-0-25-0-5-1mg-doza-3ml-n1-shpricruchka-igla-odnoraz-n9-668719-3/,Калининград
664660,"Тирзетта Раствор для подкожного введения 12,5 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,16138,17932,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Foxsu5UBRnED4k9iMXXS-300x300,https://gorzdrav.org/kaliningrad/p/tirzetta-rr-p-k-vved-12-5-mg-0-5-ml-4-664660/,Калининград
593359,"Синджарди Таблетки покрытые пленочной оболочкой 1000 мг + 12,5 мг 60 шт",По рецепту,Берингер,Метформин+Эмпаглифлозин,5168,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8xtXupUBu1bHOSl1rvP1-300x300,https://gorzdrav.org/kaliningrad/p/sindzhardi-tab-p-p-o-1000mg-12-5mg-60-593359/,Калининград
40084,Тражента Таблетки покрытые пленочной оболочкой 5 мг 30 шт,По рецепту,Берингер,Линаглиптин,1924,2138,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/GH6VtpUBrbRC1cy5LDUu-242x300,https://gorzdrav.org/kaliningrad/p/trazhenta-tabl-p-pl-ob-5mg-n30-40084/,Калининград
35642,"Минирин Таблетки 0,1 мг 30 шт",По рецепту,Фармстандарт,Десмопрессин,903,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/1fyptZUBrbRC1cy5lNJ5-300x300,https://gorzdrav.org/kaliningrad/p/minirin-tabl-0-1mg-n30-35642/,Калининград
626426,Асиглия Мет Таблетки 1000 мг + 50 мг 56 шт,По рецепту,КРКА,Метформин+Ситаглиптин,1152,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/_BIkupUBarzHQIadXdp6-300x300,https://gorzdrav.org/kaliningrad/p/asiglija-met-1-0-0-05-n56-tabl-p-plen-oboloch-626426/,Калининград
13775,Глюкофаж Лонг 750 мг Таблетки пролонгированного действия 60 шт,По рецепту,Нанолек,Метформин,523,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/6ns9uJUBybk0vr4zCqFj-300x300,https://gorzdrav.org/kaliningrad/p/gljukofazh-long-tab-prolong-dja-750mg60-13775/,Калининград
647094,Глипвило Таблетки 50 мг 56 шт,По рецепту,КРКА,Вилдаглиптин,691,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/OFjjupUBRjkwyzW3Q-ht-300x300,https://gorzdrav.org/kaliningrad/p/glipvilo-tabl-50mg-n56-647094/,Калининград
667694,"Седжаро Раствор для подкожного введения 12,5 мг/доза шприц-ручка + игла 4 шт",По рецепту,Герофарм,Тирзепатид,14086,15652,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lrSCCZkBSj3lfnbrUHc4-300x210,https://gorzdrav.org/kaliningrad/p/sedzharo-0-0125-doza-shpricruchka-rr-p-k-igla-n4-667694/,Калининград
32541,Тиоктацид 600 Т Раствор для внутривенного введения 25 мг/мл 24 мл ампулы 5 шт,По рецепту,Меда Фарма,Тиоктовая кислота,1753,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/UZWLtZUB4hniyrJCZjJo-300x300,https://gorzdrav.org/kaliningrad/p/tioktacid-konc-d-rra-d-inf-600mg-25ml-amp-24ml-n5-32541/,Калининград
10189,Тиогамма Таблетки покрытые пленочной оболочкой 600 мг 30 шт,По рецепту,Вёрваг,Тиоктовая кислота,1004,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/SZ0vtZUBrbRC1cy5HCdd-300x275,https://gorzdrav.org/kaliningrad/p/tiogamma-tabl-p-o-600mg-n30-10189/,Калининград
26115,Глидиаб МВ Таблетки 30 мг 60 шт,По рецепту,Акрихин,Гликлазид,274,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fFhstZUBrbRC1cy5iqnG-300x300,https://gorzdrav.org/kaliningrad/p/glidiab-mv-tabl-30mg-n60-26115/,Калининград
300778,Глюкованс Таблетки 5 мг + 500 мг 60 шт,По рецепту,МЕРК,Глибенкламид+Метформин,1029,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/k6JPuZUBBKIAJbhrZX2K-300x300,https://gorzdrav.org/kaliningrad/p/gljukovans-tabl-p-o-500mg-n60-300778/,Калининград
41375,Октолипен Таблетки 600 мг 30 шт,По рецепту,Фармстандарт,Тиоктовая кислота,812,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/BufitZUBybk0vr4zTxv--300x300,https://gorzdrav.org/kaliningrad/p/oktolipen-tabl-p-pl-ob-600mg-n30-41375/,Калининград
663839,Сиофор Лонг Таблетки с пролонгированным высвобождением 1000 мг 60 шт,По рецепту,Berlin-Chemie,,558,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/z_dfu5UBAi6hE-ZkEnKK-300x208,https://gorzdrav.org/kaliningrad/p/siofor-long-tab-prolong-1000mg-n60-663839/,Калининград
24477,Сиофор Таблетки покрытые оболочкой 1000 мг 60 шт,По рецепту,Berlin-Chemie,Метформин,205,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8o1ltZUBrbRC1cy50_eL-300x300,https://gorzdrav.org/kaliningrad/p/siofor-tabl-p-o-1000mg-n60-24477/,Калининград
588678,Глибенкламид Таблетки 5 мг 120 шт,По рецепту,Озон,Глибенкламид,128,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/_I-HyJkBBFTqaCxSP50Q-300x253,https://gorzdrav.org/kaliningrad/p/glibenklamid-tab-5mg-120-588678/,Калининград
205276,Метформин Таблетки покрытые пленочной оболочкой 850 мг 60 шт,По рецепту,Рафарма,Метформин,170,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Cc6OuJUBybk0vr4zZgnY-300x252,https://gorzdrav.org/kaliningrad/p/metformin-tabl-p-pl-ob-850mg-60-205276/,Калининград
35932,Амарил М Таблетки 2 мг + 500 мг 30 шт,По рецепту,Санофи,Глимепирид+Метформин,1312,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/AtCstZUB4hniyrJCQatu-300x300,https://gorzdrav.org/kaliningrad/p/amaril-m-tabl-2mg-500mg-n30-35932/,Калининград
651278,Метформин-Реневал Таблетки 850 мг 60 шт,По рецепту,Обновление,Метформин,175,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/bzImu5UB5yfJBvc3HNob-300x200,https://gorzdrav.org/kaliningrad/p/metformin-reneval-tabl-p-pl-ob-850mg-n60-651278/,Калининград
34491,Амарил таблетки 4 мг 30 шт,По рецепту,Санофи,Глимепирид,1960,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/k_actZUBybk0vr4zdPYJ-300x300,https://gorzdrav.org/kaliningrad/p/amaril-tabl-4mg-n30-34491/,Калининград
206005,Суглат Таблетки покрытые пленочной оболочкой 50 мг 30 шт,По рецепту,Астеллас,Ипраглифлозин,2511,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/RKvguJUBybk0vr4z0Xlb-300x177,https://gorzdrav.org/kaliningrad/p/suglat-tabl-p-pl-ob-50mg-30-206005/,Калининград
40683,Диабетон МВ Таблетки 60 мг 30 шт,По рецепту,СЕРВЬЕ РУС,Гликлазид,243,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5abatZUB4hniyrJCh2Vv-300x300,https://gorzdrav.org/kaliningrad/p/diabeton-mv-tabl-60mg-n30-40683/,Калининград
=======
ID товара,Название препарата,Рецептурность препарата,Производитель,Активное вещество,Текущая цена,Старая цена,Ссылка на картинку,Ссылка на товар,Название региона
649560,Октолипен Таблетки 600 мг 60 шт,По рецепту,Фармстандарт,Тиоктовая кислота,1627,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/wpcsu5UBJVujGJtQ4mzt-300x185,https://gorzdrav.org/kaliningrad/p/oktolipen-0-6-n60-tabl-p-plen-oboloch-649560/,Калининград
20786,Тиогамма Таблетки покрытые пленочной оболочкой 600 мг 60 шт,По рецепту,Вёрваг,Тиоктовая кислота,1973,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/aKdWtZUB4hniyrJCfC8b-300x283,https://gorzdrav.org/kaliningrad/p/tiogamma-tabl-p-o-600mg-n60-20786/,Калининград
666776,"Седжаро Раствор для подкожного введения 7,5 мг/доза шприц-ручка 2,4 мл 1 шт + игла 4 шт",По рецепту,Герофарм,Тирзепатид,10634,11816,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lmgGYZgBJwpR6z9ZDMTk-300x210,https://gorzdrav.org/kaliningrad/p/sedzharo-rr-dlja-p-k-vved-7-5-mg-doza-shpricruchka-2-4-ml-1-igla-4-666776/,Калининград
43724,Глидиаб Таблетки 80 мг 60 шт,По рецепту,Акрихин,Гликлазид,146,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/UsP9tZUBybk0vr4zvwZF-300x300,https://gorzdrav.org/kaliningrad/p/glidiab-tabl-80mg-n60-43724/,Калининград
31300,Амарил Таблетки 1 мг 30 шт,По рецепту,Санофи,Глимепирид,534,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/GbuDtZUB4hniyrJCNMYk-300x300,https://gorzdrav.org/kaliningrad/p/amaril-tabl-1mg-n30-31300/,Калининград
42922,НовоРапид ФлексПен Раствор для подкожного и внутривенного введения в шприц-ручках 100 ЕД/мл 3 мл 5 шт,По рецепту,Ново Нордиск,Инсулин аспарт,2024,2249,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/TPLztZUB4hniyrJCjV5b-201x300,https://gorzdrav.org/kaliningrad/p/novorapid-flekspen-rr-d-in-100ed-ml-3ml-n5-42922/,Калининград
204111,Сигдуо Лонг® Таблетки с модифицированным высвобождением покрытые пленочной оболочкой 5 мг+1000 мг 60 шт,По рецепту,AstraZeneca,Дапаглифлозин+Метформин,3298,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/U2wRoZcBH0J-GJRPTHiK-300x300,https://gorzdrav.org/kaliningrad/p/sigduo-long-tabl-p-o-s-modif-vysvob-5mg-1000mg-60-204111/,Калининград
2,"Набор из двух упаковок Семавик Раствор 0,25мг/0,5мг/1мг/доза 3мл+Игла одноразовая 9 шт",По рецепту,,,11138,12138,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/eIvB4pkBjIJXAzWhQMrp-300x300,https://gorzdrav.org/kaliningrad/p/bundle_semavik-rr-p-k-vved-0-25-0-5-1mg-doza-3ml-n1-shpricruchka-igla-odnoraz-n9-668719-2/,Калининград
651269,Метформин-Реневал Таблетки 500 мг 60 шт,По рецепту,Обновление,Метформин,122,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/B8knu5UBAi6hE-ZkdRfi-300x200,https://gorzdrav.org/kaliningrad/p/metformin-reneval-tabl-p-pl-ob-500mg-n60-651269/,Калининград
300777,"Глюкованс Таблетки покрытые оболочкой 2,5 мг + 500 мг 60 шт",По рецепту,МЕРК,Глибенкламид+Метформин,827,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/JJFPuZUB7vQMbYfxNTyi-300x300,https://gorzdrav.org/kaliningrad/p/gljukovans-tab-p-o-500mg-60-300777/,Калининград
62969,Элькар Раствор для инъекций 100 мг/мл 5 мл 10 шт,По рецепту,ПИК-Фарма,Левокарнитин,752,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/TUFKfZgBEl21vw0W-OBA-300x300,https://gorzdrav.org/kaliningrad/p/elkar-rr-d-in-v-v-v-m-0-1-ml-5ml-n10-62969/,Калининград
61274,Джардинс Таблетки покрытые пленочной оболочкой 10 мг 30 шт,По рецепту,Берингер,Эмпаглифлозин,3129,3477,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/9lVDtpUBybk0vr4zfIH6-300x300,https://gorzdrav.org/kaliningrad/p/dzhardins-tabl-p-o-10mg-n30-61274/,Калининград
40808,Глимепирид-Вертекс Таблетки 4 мг 30 шт,По рецепту,Вертекс,Глимепирид,449,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/NlbctZUBrbRC1cy5eyOL-300x300,https://gorzdrav.org/kaliningrad/p/glimepirid-verte-tabl-4mg-n30-40808/,Калининград
40831,Октолипен Концентрат для приготовления раствора для инфузий 30 мг/мл 10 мл ампулы 10 шт,По рецепту,Фармстандарт,Тиоктовая кислота,557,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/h4nftZUB4hniyrJCTp5G-300x300,https://gorzdrav.org/kaliningrad/p/oktolipen-konc-d-rra-0-03-ml-amp-10ml-n10-40831/,Калининград
23676,Тиогамма раствор для инфузий 12 мг/мл 50 мл 10 шт,По рецепту,Solupharm,Тиоктовая кислота,2056,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5it1U5oBy6WW8PWFhtIE-300x300,https://gorzdrav.org/kaliningrad/p/tiogamma-rr-d-inf-12mg-ml-50ml-fl-10-23676/,Калининград
37497,Глюкофаж Лонг 750 мг Таблетки пролонгированного действия 30 шт,По рецепту,Нанолек,Метформин,269,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/9wm5tZUB4hniyrJCxES7-300x300,https://gorzdrav.org/kaliningrad/p/gljukofazh-long-tabl-p-o-750mg-n30-37497/,Калининград
668719,"Семавик Раствор для подкожного введения 1,34 мг/мл шприц-ручка 3 мл 1 шт + иглы 9 шт",По рецепту,Герофарм,Семаглутид,5369,6069,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/SGxtuJkBu6LHc-yH4zaZ-300x300,https://gorzdrav.org/kaliningrad/p/semavik-rr-p-k-vved-0-25-0-5-1mg-doza-3ml-n1-shpricruchka-igla-odnoraz-n9-668719/,Калининград
40806,Глимепирид-Вертекс Таблетки 2 мг 30 шт,По рецепту,Вертекс,Глимепирид,317,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/PVbdtZUBrbRC1cy5RxYu-300x300,https://gorzdrav.org/kaliningrad/p/glimepirid-verte-tabl-2mg-n30-40806/,Калининград
194253,"Випдомет таблетки 12,5 мг + 500 мг 56 шт",По рецепту,Штада,Алоглиптин+Метформин,2459,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Gd3it5UBybk0vr4zfp8m-300x300,https://gorzdrav.org/kaliningrad/p/vipdomet-tabl-p-o-12mg-500mg-n56-194253/,Калининград
198703,Соликва Солостар Раствор 100 ед/мл + 33 мкг/мл 3 мл 3 шт,По рецепту,Санофи,Инсулин гларгин+Ликсисенатид,3986,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/XpONuJUBybk0vr4zTHP_-300x204,https://gorzdrav.org/kaliningrad/p/solikva-solostar-100ed-ml-33mkg-ml-3ml3-198703/,Калининград
337784,Инкресинк Таблетки 25 мг + 30 мг 28 шт,По рецепту,Такеда Фармасьютикалс,Алоглиптин+Пиоглитазон,2145,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/0g_quZUBVT-7ZLtgDJLU-300x200,https://gorzdrav.org/kaliningrad/p/inkresink-0-025-0-03-n28-tabl-p-plen-oboloch-337784/,Калининград
36687,Глюкофаж Лонг 500 мг Таблетки пролонгированного действия 60 шт,По рецепту,Нанолек,Метформин,373,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lbGxtZUBrbRC1cy59Sk2-300x300,https://gorzdrav.org/kaliningrad/p/gljukofazh-long-tabl-p-o-500mg-n60-36687/,Калининград
263879,Тиоктовая кислота-Вертекс Таблетки покрытые пленочной оболочкой 600 мг 28 шт,По рецепту,Вертекс,Тиоктовая кислота,977,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/HcvWuZUB7vQMbYfxIJAy-300x188,https://gorzdrav.org/kaliningrad/p/tioktovaja-kislotaverteks-tabletki-600-mg-28-sht-263879/,Калининград
642226,Энлигрия Раствор для подкожного введения 6 мг/мл шприц-ручка 3 мл 3 шт,По рецепту,Промомед,Лираглутид,14791,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/g46LupUBarzHQIadB-Rs-300x274,https://gorzdrav.org/kaliningrad/p/enligrija-6mg-ml-3ml-n3-shpricruchka-rr-p-k-642226/,Калининград
210995,Фиасп ФлексПен Раствор для подкожного и внутривенного введения 100 ЕД/мл 3 мл шприц-ручка 5 шт,По рецепту,Ново Нордиск,Инсулин аспарт,2188,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/xeAcuZUBybk0vr4zjC-I-161x300,https://gorzdrav.org/kaliningrad/p/fiasp-rr-d-in-100ed-ml-3ml-shprruchka5-210995/,Калининград
588711,Гликлазид МВ-Озон Таблетки с модифицированным высвобождением 30 мг 60 шт,По рецепту,Озон,Гликлазид,193,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/3kwuupUBRjkwyzW3EUvi-272x300,https://gorzdrav.org/kaliningrad/p/gliklazid-mv-tab-modifv-30mg-60-588711/,Калининград
40837,Берлитион 600 Концентрат для приготовления раствора для инфузий 25 мг/мл ампулы 24 мл 5 шт,По рецепту,Berlin-Chemie,Тиоктовая кислота,1013,1126,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/0w3ftZUB4hniyrJCaB2e-300x300,https://gorzdrav.org/kaliningrad/p/berlition-rr-d-in-600ed-25mg-ml-24ml-n5-40837/,Калининград
205379,Голда МВ Таблетки 30 мг 60 шт,По рецепту,Фармасинтез,Гликлазид,220,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/jn6MuJUBybk0vr4zkRuC-300x300,https://gorzdrav.org/kaliningrad/p/golda-mv-tabl-30mg-60-205379/,Калининград
36292,"Эвалар Олиджим Таблетки массой 0,52 г 100 шт",,Эвалар,,1027,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/u0obdpgBEl21vw0WEr3w-300x240,https://gorzdrav.org/kaliningrad/p/olidzhim-tabl-0-52g-n100-36292/,Калининград
647321,Глипвило Таблетки 50 мг 28 шт,По рецепту,КРКА,Вилдаглиптин,431,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/QlDiupUBRjkwyzW3glRz-300x300,https://gorzdrav.org/kaliningrad/p/glipvilo-tabl-50mg-n28-647321/,Калининград
334219,Субетта Таблетки для рассасывания 100 шт,,МАТЕРИА МЕДИКА,Антитела к эндотелиальной NO-синтазе,728,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/tpR5uZUB7vQMbYfxsQO9-300x300,https://gorzdrav.org/kaliningrad/p/subetta-tab-d-rass-100-334219/,Калининград
647423,Октолипен Капсулы 300 мг 60 шт,По рецепту,Фармстандарт,Тиоктовая кислота,829,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/poUsu5UB5yfJBvc3ms6C-246x300,https://gorzdrav.org/kaliningrad/p/oktolipen-0-3-n60-kaps-647423/,Калининград
68197,Глюкофаж Лонг 1 г Таблетки пролонгированного действия 60 шт,По рецепту,Нанолек,Метформин,653,726,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/WqN5t5UB4hniyrJC5sbI-300x300,https://gorzdrav.org/kaliningrad/p/gljukofazh-long-tab-prolong-dja-1000mg60-68197/,Калининград
548107,Метформин-Озон таблетки 500 мг 60 шт,По рецепту,Озон,Метформин,95,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fFkrupUBsYtKaeUWEwSu-300x201,https://gorzdrav.org/kaliningrad/p/novyj-tovar-548107/,Калининград
